id	choice_key	dilemma_key	payload_key	value	target_key
196174	THIRD	sm0_rd_wh_main_sc_vmp_vampire_counts_5	TEXT_DISPLAY	LOOKUP[rd_third]	default
196175	FOURTH	sm0_rd_wh_main_sc_vmp_vampire_counts_5	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196176	FIRST	sm0_rd_wh2_dlc09_sc_tmb_tomb_kings_6	TEXT_DISPLAY	LOOKUP[rd_first]	default
196177	FIRST	sm0_rd_wh2_dlc09_sc_tmb_tomb_kings_6	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196178	SECOND	sm0_rd_wh2_dlc09_sc_tmb_tomb_kings_6	TEXT_DISPLAY	LOOKUP[rd_second]	default
196179	THIRD	sm0_rd_wh2_dlc09_sc_tmb_tomb_kings_6	TEXT_DISPLAY	LOOKUP[rd_third]	default
196180	FOURTH	sm0_rd_wh2_dlc09_sc_tmb_tomb_kings_6	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196181	FIRST	sm0_rd_wh2_dlc11_sc_cst_vampire_coast_6	TEXT_DISPLAY	LOOKUP[rd_first]	default
196182	FIRST	sm0_rd_wh2_dlc11_sc_cst_vampire_coast_6	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196183	SECOND	sm0_rd_wh2_dlc11_sc_cst_vampire_coast_6	TEXT_DISPLAY	LOOKUP[rd_second]	default
196184	THIRD	sm0_rd_wh2_dlc11_sc_cst_vampire_coast_6	TEXT_DISPLAY	LOOKUP[rd_third]	default
196185	FOURTH	sm0_rd_wh2_dlc11_sc_cst_vampire_coast_6	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196186	FIRST	sm0_rd_wh2_main_rogue_6	TEXT_DISPLAY	LOOKUP[rd_first]	default
196187	FIRST	sm0_rd_wh2_main_rogue_6	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196188	SECOND	sm0_rd_wh2_main_rogue_6	TEXT_DISPLAY	LOOKUP[rd_second]	default
196189	THIRD	sm0_rd_wh2_main_rogue_6	TEXT_DISPLAY	LOOKUP[rd_third]	default
196190	FOURTH	sm0_rd_wh2_main_rogue_6	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196191	FIRST	sm0_rd_wh2_main_rogue_chaos_6	TEXT_DISPLAY	LOOKUP[rd_first]	default
196192	FIRST	sm0_rd_wh2_main_rogue_chaos_6	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196193	SECOND	sm0_rd_wh2_main_rogue_chaos_6	TEXT_DISPLAY	LOOKUP[rd_second]	default
196194	THIRD	sm0_rd_wh2_main_rogue_chaos_6	TEXT_DISPLAY	LOOKUP[rd_third]	default
196195	FOURTH	sm0_rd_wh2_main_rogue_chaos_6	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196196	FIRST	sm0_rd_wh2_main_sc_def_dark_elves_6	TEXT_DISPLAY	LOOKUP[rd_first]	default
196197	FIRST	sm0_rd_wh2_main_sc_def_dark_elves_6	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196198	SECOND	sm0_rd_wh2_main_sc_def_dark_elves_6	TEXT_DISPLAY	LOOKUP[rd_second]	default
196199	THIRD	sm0_rd_wh2_main_sc_def_dark_elves_6	TEXT_DISPLAY	LOOKUP[rd_third]	default
196200	FOURTH	sm0_rd_wh2_main_sc_def_dark_elves_6	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196201	FIRST	sm0_rd_wh2_main_sc_hef_high_elves_6	TEXT_DISPLAY	LOOKUP[rd_first]	default
196202	FIRST	sm0_rd_wh2_main_sc_hef_high_elves_6	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196203	SECOND	sm0_rd_wh2_main_sc_hef_high_elves_6	TEXT_DISPLAY	LOOKUP[rd_second]	default
196204	THIRD	sm0_rd_wh2_main_sc_hef_high_elves_6	TEXT_DISPLAY	LOOKUP[rd_third]	default
196205	FOURTH	sm0_rd_wh2_main_sc_hef_high_elves_6	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196206	FIRST	sm0_rd_wh2_main_sc_lzd_lizardmen_6	TEXT_DISPLAY	LOOKUP[rd_first]	default
196207	FIRST	sm0_rd_wh2_main_sc_lzd_lizardmen_6	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196208	SECOND	sm0_rd_wh2_main_sc_lzd_lizardmen_6	TEXT_DISPLAY	LOOKUP[rd_second]	default
196209	THIRD	sm0_rd_wh2_main_sc_lzd_lizardmen_6	TEXT_DISPLAY	LOOKUP[rd_third]	default
196210	FOURTH	sm0_rd_wh2_main_sc_lzd_lizardmen_6	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196211	FIRST	sm0_rd_wh2_main_sc_skv_skaven_6	TEXT_DISPLAY	LOOKUP[rd_first]	default
196212	FIRST	sm0_rd_wh2_main_sc_skv_skaven_6	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196213	SECOND	sm0_rd_wh2_main_sc_skv_skaven_6	TEXT_DISPLAY	LOOKUP[rd_second]	default
196214	THIRD	sm0_rd_wh2_main_sc_skv_skaven_6	TEXT_DISPLAY	LOOKUP[rd_third]	default
196215	FOURTH	sm0_rd_wh2_main_sc_skv_skaven_6	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196216	FIRST	sm0_rd_wh3_main_sc_cth_cathay_6	TEXT_DISPLAY	LOOKUP[rd_first]	default
196217	FIRST	sm0_rd_wh3_main_sc_cth_cathay_6	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196218	SECOND	sm0_rd_wh3_main_sc_cth_cathay_6	TEXT_DISPLAY	LOOKUP[rd_second]	default
196219	THIRD	sm0_rd_wh3_main_sc_cth_cathay_6	TEXT_DISPLAY	LOOKUP[rd_third]	default
196220	FOURTH	sm0_rd_wh3_main_sc_cth_cathay_6	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196221	FIRST	sm0_rd_wh3_main_sc_dae_daemons_6	TEXT_DISPLAY	LOOKUP[rd_first]	default
196222	FIRST	sm0_rd_wh3_main_sc_dae_daemons_6	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196223	SECOND	sm0_rd_wh3_main_sc_dae_daemons_6	TEXT_DISPLAY	LOOKUP[rd_second]	default
196224	THIRD	sm0_rd_wh3_main_sc_dae_daemons_6	TEXT_DISPLAY	LOOKUP[rd_third]	default
196225	FOURTH	sm0_rd_wh3_main_sc_dae_daemons_6	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196226	FIRST	sm0_rd_wh3_main_sc_kho_khorne_6	TEXT_DISPLAY	LOOKUP[rd_first]	default
196227	FIRST	sm0_rd_wh3_main_sc_kho_khorne_6	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196228	SECOND	sm0_rd_wh3_main_sc_kho_khorne_6	TEXT_DISPLAY	LOOKUP[rd_second]	default
196229	THIRD	sm0_rd_wh3_main_sc_kho_khorne_6	TEXT_DISPLAY	LOOKUP[rd_third]	default
196230	FOURTH	sm0_rd_wh3_main_sc_kho_khorne_6	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196231	FIRST	sm0_rd_wh3_main_sc_ksl_kislev_6	TEXT_DISPLAY	LOOKUP[rd_first]	default
196232	FIRST	sm0_rd_wh3_main_sc_ksl_kislev_6	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196233	SECOND	sm0_rd_wh3_main_sc_ksl_kislev_6	TEXT_DISPLAY	LOOKUP[rd_second]	default
196234	THIRD	sm0_rd_wh3_main_sc_ksl_kislev_6	TEXT_DISPLAY	LOOKUP[rd_third]	default
196235	FOURTH	sm0_rd_wh3_main_sc_ksl_kislev_6	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196236	FIRST	sm0_rd_wh3_main_sc_nur_nurgle_6	TEXT_DISPLAY	LOOKUP[rd_first]	default
196237	FIRST	sm0_rd_wh3_main_sc_nur_nurgle_6	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196238	SECOND	sm0_rd_wh3_main_sc_nur_nurgle_6	TEXT_DISPLAY	LOOKUP[rd_second]	default
196239	THIRD	sm0_rd_wh3_main_sc_nur_nurgle_6	TEXT_DISPLAY	LOOKUP[rd_third]	default
196240	FOURTH	sm0_rd_wh3_main_sc_nur_nurgle_6	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196241	FIRST	sm0_rd_wh3_main_sc_ogr_ogre_kingdoms_6	TEXT_DISPLAY	LOOKUP[rd_first]	default
196242	FIRST	sm0_rd_wh3_main_sc_ogr_ogre_kingdoms_6	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196243	SECOND	sm0_rd_wh3_main_sc_ogr_ogre_kingdoms_6	TEXT_DISPLAY	LOOKUP[rd_second]	default
196244	THIRD	sm0_rd_wh3_main_sc_ogr_ogre_kingdoms_6	TEXT_DISPLAY	LOOKUP[rd_third]	default
196245	FOURTH	sm0_rd_wh3_main_sc_ogr_ogre_kingdoms_6	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196246	FIRST	sm0_rd_wh3_main_sc_sla_slaanesh_6	TEXT_DISPLAY	LOOKUP[rd_first]	default
196247	FIRST	sm0_rd_wh3_main_sc_sla_slaanesh_6	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196248	SECOND	sm0_rd_wh3_main_sc_sla_slaanesh_6	TEXT_DISPLAY	LOOKUP[rd_second]	default
196249	THIRD	sm0_rd_wh3_main_sc_sla_slaanesh_6	TEXT_DISPLAY	LOOKUP[rd_third]	default
196250	FOURTH	sm0_rd_wh3_main_sc_sla_slaanesh_6	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196251	FIRST	sm0_rd_wh3_main_sc_tze_tzeentch_6	TEXT_DISPLAY	LOOKUP[rd_first]	default
196252	FIRST	sm0_rd_wh3_main_sc_tze_tzeentch_6	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196253	SECOND	sm0_rd_wh3_main_sc_tze_tzeentch_6	TEXT_DISPLAY	LOOKUP[rd_second]	default
196254	THIRD	sm0_rd_wh3_main_sc_tze_tzeentch_6	TEXT_DISPLAY	LOOKUP[rd_third]	default
196255	FOURTH	sm0_rd_wh3_main_sc_tze_tzeentch_6	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196256	FIRST	sm0_rd_wh_dlc03_sc_bst_beastmen_6	TEXT_DISPLAY	LOOKUP[rd_first]	default
196257	FIRST	sm0_rd_wh_dlc03_sc_bst_beastmen_6	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196258	SECOND	sm0_rd_wh_dlc03_sc_bst_beastmen_6	TEXT_DISPLAY	LOOKUP[rd_second]	default
196259	THIRD	sm0_rd_wh_dlc03_sc_bst_beastmen_6	TEXT_DISPLAY	LOOKUP[rd_third]	default
196260	FOURTH	sm0_rd_wh_dlc03_sc_bst_beastmen_6	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196261	FIRST	sm0_rd_wh_dlc05_sc_wef_wood_elves_6	TEXT_DISPLAY	LOOKUP[rd_first]	default
196262	FIRST	sm0_rd_wh_dlc05_sc_wef_wood_elves_6	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196263	SECOND	sm0_rd_wh_dlc05_sc_wef_wood_elves_6	TEXT_DISPLAY	LOOKUP[rd_second]	default
196264	THIRD	sm0_rd_wh_dlc05_sc_wef_wood_elves_6	TEXT_DISPLAY	LOOKUP[rd_third]	default
196265	FOURTH	sm0_rd_wh_dlc05_sc_wef_wood_elves_6	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196266	FIRST	sm0_rd_wh_dlc08_sc_nor_norsca_6	TEXT_DISPLAY	LOOKUP[rd_first]	default
196267	FIRST	sm0_rd_wh_dlc08_sc_nor_norsca_6	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196268	SECOND	sm0_rd_wh_dlc08_sc_nor_norsca_6	TEXT_DISPLAY	LOOKUP[rd_second]	default
196269	THIRD	sm0_rd_wh_dlc08_sc_nor_norsca_6	TEXT_DISPLAY	LOOKUP[rd_third]	default
196270	FOURTH	sm0_rd_wh_dlc08_sc_nor_norsca_6	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196271	FIRST	sm0_rd_wh_main_sc_brt_bretonnia_6	TEXT_DISPLAY	LOOKUP[rd_first]	default
196272	FIRST	sm0_rd_wh_main_sc_brt_bretonnia_6	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196273	SECOND	sm0_rd_wh_main_sc_brt_bretonnia_6	TEXT_DISPLAY	LOOKUP[rd_second]	default
196274	THIRD	sm0_rd_wh_main_sc_brt_bretonnia_6	TEXT_DISPLAY	LOOKUP[rd_third]	default
196275	FOURTH	sm0_rd_wh_main_sc_brt_bretonnia_6	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196276	FIRST	sm0_rd_wh_main_sc_chs_chaos_6	TEXT_DISPLAY	LOOKUP[rd_first]	default
196277	FIRST	sm0_rd_wh_main_sc_chs_chaos_6	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196278	SECOND	sm0_rd_wh_main_sc_chs_chaos_6	TEXT_DISPLAY	LOOKUP[rd_second]	default
196279	THIRD	sm0_rd_wh_main_sc_chs_chaos_6	TEXT_DISPLAY	LOOKUP[rd_third]	default
196280	FOURTH	sm0_rd_wh_main_sc_chs_chaos_6	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196281	FIRST	sm0_rd_wh_main_sc_dwf_dwarfs_6	TEXT_DISPLAY	LOOKUP[rd_first]	default
196282	FIRST	sm0_rd_wh_main_sc_dwf_dwarfs_6	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196283	SECOND	sm0_rd_wh_main_sc_dwf_dwarfs_6	TEXT_DISPLAY	LOOKUP[rd_second]	default
196284	THIRD	sm0_rd_wh_main_sc_dwf_dwarfs_6	TEXT_DISPLAY	LOOKUP[rd_third]	default
196285	FOURTH	sm0_rd_wh_main_sc_dwf_dwarfs_6	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196286	FIRST	sm0_rd_wh_main_sc_emp_empire_6	TEXT_DISPLAY	LOOKUP[rd_first]	default
196287	FIRST	sm0_rd_wh_main_sc_emp_empire_6	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196288	SECOND	sm0_rd_wh_main_sc_emp_empire_6	TEXT_DISPLAY	LOOKUP[rd_second]	default
196289	THIRD	sm0_rd_wh_main_sc_emp_empire_6	TEXT_DISPLAY	LOOKUP[rd_third]	default
196290	FOURTH	sm0_rd_wh_main_sc_emp_empire_6	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196291	FIRST	sm0_rd_wh_main_sc_grn_greenskins_6	TEXT_DISPLAY	LOOKUP[rd_first]	default
196292	FIRST	sm0_rd_wh_main_sc_grn_greenskins_6	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196293	SECOND	sm0_rd_wh_main_sc_grn_greenskins_6	TEXT_DISPLAY	LOOKUP[rd_second]	default
196294	THIRD	sm0_rd_wh_main_sc_grn_greenskins_6	TEXT_DISPLAY	LOOKUP[rd_third]	default
196295	FOURTH	sm0_rd_wh_main_sc_grn_greenskins_6	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196296	FIRST	sm0_rd_wh_main_sc_grn_savage_orcs_6	TEXT_DISPLAY	LOOKUP[rd_first]	default
196297	FIRST	sm0_rd_wh_main_sc_grn_savage_orcs_6	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196298	SECOND	sm0_rd_wh_main_sc_grn_savage_orcs_6	TEXT_DISPLAY	LOOKUP[rd_second]	default
196299	THIRD	sm0_rd_wh_main_sc_grn_savage_orcs_6	TEXT_DISPLAY	LOOKUP[rd_third]	default
196300	FOURTH	sm0_rd_wh_main_sc_grn_savage_orcs_6	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196301	FIRST	sm0_rd_wh_main_sc_teb_teb_6	TEXT_DISPLAY	LOOKUP[rd_first]	default
196302	FIRST	sm0_rd_wh_main_sc_teb_teb_6	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196303	SECOND	sm0_rd_wh_main_sc_teb_teb_6	TEXT_DISPLAY	LOOKUP[rd_second]	default
196304	THIRD	sm0_rd_wh_main_sc_teb_teb_6	TEXT_DISPLAY	LOOKUP[rd_third]	default
196305	FOURTH	sm0_rd_wh_main_sc_teb_teb_6	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196306	FIRST	sm0_rd_wh_main_sc_vmp_vampire_counts_6	TEXT_DISPLAY	LOOKUP[rd_first]	default
196307	FIRST	sm0_rd_wh_main_sc_vmp_vampire_counts_6	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196308	SECOND	sm0_rd_wh_main_sc_vmp_vampire_counts_6	TEXT_DISPLAY	LOOKUP[rd_second]	default
196309	THIRD	sm0_rd_wh_main_sc_vmp_vampire_counts_6	TEXT_DISPLAY	LOOKUP[rd_third]	default
196310	FOURTH	sm0_rd_wh_main_sc_vmp_vampire_counts_6	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196311	FIRST	sm0_rd_wh2_dlc09_sc_tmb_tomb_kings_7	TEXT_DISPLAY	LOOKUP[rd_first]	default
196312	FIRST	sm0_rd_wh2_dlc09_sc_tmb_tomb_kings_7	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196313	SECOND	sm0_rd_wh2_dlc09_sc_tmb_tomb_kings_7	TEXT_DISPLAY	LOOKUP[rd_second]	default
196314	THIRD	sm0_rd_wh2_dlc09_sc_tmb_tomb_kings_7	TEXT_DISPLAY	LOOKUP[rd_third]	default
196315	FOURTH	sm0_rd_wh2_dlc09_sc_tmb_tomb_kings_7	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196316	FIRST	sm0_rd_wh2_dlc11_sc_cst_vampire_coast_7	TEXT_DISPLAY	LOOKUP[rd_first]	default
196317	FIRST	sm0_rd_wh2_dlc11_sc_cst_vampire_coast_7	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196318	SECOND	sm0_rd_wh2_dlc11_sc_cst_vampire_coast_7	TEXT_DISPLAY	LOOKUP[rd_second]	default
196319	THIRD	sm0_rd_wh2_dlc11_sc_cst_vampire_coast_7	TEXT_DISPLAY	LOOKUP[rd_third]	default
196320	FOURTH	sm0_rd_wh2_dlc11_sc_cst_vampire_coast_7	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196321	FIRST	sm0_rd_wh2_main_rogue_7	TEXT_DISPLAY	LOOKUP[rd_first]	default
196322	FIRST	sm0_rd_wh2_main_rogue_7	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196323	SECOND	sm0_rd_wh2_main_rogue_7	TEXT_DISPLAY	LOOKUP[rd_second]	default
196324	THIRD	sm0_rd_wh2_main_rogue_7	TEXT_DISPLAY	LOOKUP[rd_third]	default
196325	FOURTH	sm0_rd_wh2_main_rogue_7	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196326	FIRST	sm0_rd_wh2_main_rogue_chaos_7	TEXT_DISPLAY	LOOKUP[rd_first]	default
196327	FIRST	sm0_rd_wh2_main_rogue_chaos_7	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196328	SECOND	sm0_rd_wh2_main_rogue_chaos_7	TEXT_DISPLAY	LOOKUP[rd_second]	default
196329	THIRD	sm0_rd_wh2_main_rogue_chaos_7	TEXT_DISPLAY	LOOKUP[rd_third]	default
196330	FOURTH	sm0_rd_wh2_main_rogue_chaos_7	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196331	FIRST	sm0_rd_wh2_main_sc_def_dark_elves_7	TEXT_DISPLAY	LOOKUP[rd_first]	default
196332	FIRST	sm0_rd_wh2_main_sc_def_dark_elves_7	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196333	SECOND	sm0_rd_wh2_main_sc_def_dark_elves_7	TEXT_DISPLAY	LOOKUP[rd_second]	default
196334	THIRD	sm0_rd_wh2_main_sc_def_dark_elves_7	TEXT_DISPLAY	LOOKUP[rd_third]	default
196335	FOURTH	sm0_rd_wh2_main_sc_def_dark_elves_7	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196336	FIRST	sm0_rd_wh2_main_sc_hef_high_elves_7	TEXT_DISPLAY	LOOKUP[rd_first]	default
196337	FIRST	sm0_rd_wh2_main_sc_hef_high_elves_7	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196338	SECOND	sm0_rd_wh2_main_sc_hef_high_elves_7	TEXT_DISPLAY	LOOKUP[rd_second]	default
196339	THIRD	sm0_rd_wh2_main_sc_hef_high_elves_7	TEXT_DISPLAY	LOOKUP[rd_third]	default
196340	FOURTH	sm0_rd_wh2_main_sc_hef_high_elves_7	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196341	FIRST	sm0_rd_wh2_main_sc_lzd_lizardmen_7	TEXT_DISPLAY	LOOKUP[rd_first]	default
196342	FIRST	sm0_rd_wh2_main_sc_lzd_lizardmen_7	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196343	SECOND	sm0_rd_wh2_main_sc_lzd_lizardmen_7	TEXT_DISPLAY	LOOKUP[rd_second]	default
196344	THIRD	sm0_rd_wh2_main_sc_lzd_lizardmen_7	TEXT_DISPLAY	LOOKUP[rd_third]	default
196345	FOURTH	sm0_rd_wh2_main_sc_lzd_lizardmen_7	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196346	FIRST	sm0_rd_wh2_main_sc_skv_skaven_7	TEXT_DISPLAY	LOOKUP[rd_first]	default
196347	FIRST	sm0_rd_wh2_main_sc_skv_skaven_7	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196348	SECOND	sm0_rd_wh2_main_sc_skv_skaven_7	TEXT_DISPLAY	LOOKUP[rd_second]	default
196349	THIRD	sm0_rd_wh2_main_sc_skv_skaven_7	TEXT_DISPLAY	LOOKUP[rd_third]	default
196350	FOURTH	sm0_rd_wh2_main_sc_skv_skaven_7	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196351	FIRST	sm0_rd_wh3_main_sc_cth_cathay_7	TEXT_DISPLAY	LOOKUP[rd_first]	default
196352	FIRST	sm0_rd_wh3_main_sc_cth_cathay_7	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196353	SECOND	sm0_rd_wh3_main_sc_cth_cathay_7	TEXT_DISPLAY	LOOKUP[rd_second]	default
196354	THIRD	sm0_rd_wh3_main_sc_cth_cathay_7	TEXT_DISPLAY	LOOKUP[rd_third]	default
196355	FOURTH	sm0_rd_wh3_main_sc_cth_cathay_7	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196356	FIRST	sm0_rd_wh3_main_sc_dae_daemons_7	TEXT_DISPLAY	LOOKUP[rd_first]	default
196357	FIRST	sm0_rd_wh3_main_sc_dae_daemons_7	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196358	SECOND	sm0_rd_wh3_main_sc_dae_daemons_7	TEXT_DISPLAY	LOOKUP[rd_second]	default
196359	THIRD	sm0_rd_wh3_main_sc_dae_daemons_7	TEXT_DISPLAY	LOOKUP[rd_third]	default
196360	FOURTH	sm0_rd_wh3_main_sc_dae_daemons_7	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196361	FIRST	sm0_rd_wh3_main_sc_kho_khorne_7	TEXT_DISPLAY	LOOKUP[rd_first]	default
196362	FIRST	sm0_rd_wh3_main_sc_kho_khorne_7	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196363	SECOND	sm0_rd_wh3_main_sc_kho_khorne_7	TEXT_DISPLAY	LOOKUP[rd_second]	default
196364	THIRD	sm0_rd_wh3_main_sc_kho_khorne_7	TEXT_DISPLAY	LOOKUP[rd_third]	default
196365	FOURTH	sm0_rd_wh3_main_sc_kho_khorne_7	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196366	FIRST	sm0_rd_wh3_main_sc_ksl_kislev_7	TEXT_DISPLAY	LOOKUP[rd_first]	default
196367	FIRST	sm0_rd_wh3_main_sc_ksl_kislev_7	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196368	SECOND	sm0_rd_wh3_main_sc_ksl_kislev_7	TEXT_DISPLAY	LOOKUP[rd_second]	default
196369	THIRD	sm0_rd_wh3_main_sc_ksl_kislev_7	TEXT_DISPLAY	LOOKUP[rd_third]	default
196370	FOURTH	sm0_rd_wh3_main_sc_ksl_kislev_7	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196371	FIRST	sm0_rd_wh3_main_sc_nur_nurgle_7	TEXT_DISPLAY	LOOKUP[rd_first]	default
196372	FIRST	sm0_rd_wh3_main_sc_nur_nurgle_7	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196373	SECOND	sm0_rd_wh3_main_sc_nur_nurgle_7	TEXT_DISPLAY	LOOKUP[rd_second]	default
196374	THIRD	sm0_rd_wh3_main_sc_nur_nurgle_7	TEXT_DISPLAY	LOOKUP[rd_third]	default
196375	FOURTH	sm0_rd_wh3_main_sc_nur_nurgle_7	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196376	FIRST	sm0_rd_wh3_main_sc_ogr_ogre_kingdoms_7	TEXT_DISPLAY	LOOKUP[rd_first]	default
196377	FIRST	sm0_rd_wh3_main_sc_ogr_ogre_kingdoms_7	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196378	SECOND	sm0_rd_wh3_main_sc_ogr_ogre_kingdoms_7	TEXT_DISPLAY	LOOKUP[rd_second]	default
196379	THIRD	sm0_rd_wh3_main_sc_ogr_ogre_kingdoms_7	TEXT_DISPLAY	LOOKUP[rd_third]	default
196380	FOURTH	sm0_rd_wh3_main_sc_ogr_ogre_kingdoms_7	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196381	FIRST	sm0_rd_wh3_main_sc_sla_slaanesh_7	TEXT_DISPLAY	LOOKUP[rd_first]	default
196382	FIRST	sm0_rd_wh3_main_sc_sla_slaanesh_7	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196383	SECOND	sm0_rd_wh3_main_sc_sla_slaanesh_7	TEXT_DISPLAY	LOOKUP[rd_second]	default
196384	THIRD	sm0_rd_wh3_main_sc_sla_slaanesh_7	TEXT_DISPLAY	LOOKUP[rd_third]	default
196385	FOURTH	sm0_rd_wh3_main_sc_sla_slaanesh_7	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196386	FIRST	sm0_rd_wh3_main_sc_tze_tzeentch_7	TEXT_DISPLAY	LOOKUP[rd_first]	default
196387	FIRST	sm0_rd_wh3_main_sc_tze_tzeentch_7	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196388	SECOND	sm0_rd_wh3_main_sc_tze_tzeentch_7	TEXT_DISPLAY	LOOKUP[rd_second]	default
196389	THIRD	sm0_rd_wh3_main_sc_tze_tzeentch_7	TEXT_DISPLAY	LOOKUP[rd_third]	default
196390	FOURTH	sm0_rd_wh3_main_sc_tze_tzeentch_7	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196391	FIRST	sm0_rd_wh_dlc03_sc_bst_beastmen_7	TEXT_DISPLAY	LOOKUP[rd_first]	default
196392	FIRST	sm0_rd_wh_dlc03_sc_bst_beastmen_7	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196393	SECOND	sm0_rd_wh_dlc03_sc_bst_beastmen_7	TEXT_DISPLAY	LOOKUP[rd_second]	default
196394	THIRD	sm0_rd_wh_dlc03_sc_bst_beastmen_7	TEXT_DISPLAY	LOOKUP[rd_third]	default
196395	FOURTH	sm0_rd_wh_dlc03_sc_bst_beastmen_7	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196396	FIRST	sm0_rd_wh_dlc05_sc_wef_wood_elves_7	TEXT_DISPLAY	LOOKUP[rd_first]	default
196397	FIRST	sm0_rd_wh_dlc05_sc_wef_wood_elves_7	TEXT_DISPLAY	LOOKUP[rd_first2]	default
